created_at,text,screen_name,profile_image
Tue Feb 16 01:15:42 +0000 2021,@nancy_k1991 This is a bad faith attack against Tmac. Hunter Biden level tbh.,RBidenism,https://pbs.twimg.com/profile_images/1358913433207517185/oUgsN8rv_normal.jpg
Tue Feb 16 01:15:42 +0000 2021,"@hrkbenowen I’ll sum it up. He said unify, Black Lives Matter, get your vaccine, Trump sucks and I gotta change my diaper.",acidentalheaven,https://pbs.twimg.com/profile_images/1323675237519663111/tHocCmf3_normal.jpg
Tue Feb 16 01:15:41 +0000 2021,"@disclosetv We were energy independent for the first time ever under Trump. Biden has been “in office” for a few weeks and has already F’d it up beyond comprehension. Let alone, he signed and EO to raise insulin prices. Criminal.",jrdnmrtn,https://pbs.twimg.com/profile_images/1358611292588752901/EBhvJvJj_normal.jpg
Tue Feb 16 01:15:40 +0000 2021,"@groovesto @GretchenCarlson @RepKinzinger Same here. Until Trump. Then everything changed. 
Everything.",DaraATL,https://pbs.twimg.com/profile_images/1271787772995678209/RPKwAkLN_normal.jpg
Tue Feb 16 01:15:40 +0000 2021,"@repmorgan @sweatt13 Its's like trump's billionaires tax scam, but for educated, poor people.",3polars,https://pbs.twimg.com/profile_images/882961516902797312/wPwTQDHk_normal.jpg
Tue Feb 16 01:15:39 +0000 2021,"@lklfaith @FiftyFiftyGirl Biden cannot even dress himself, let alone address anything.",sswake,https://pbs.twimg.com/profile_images/1304183757205843971/HAZmU8Ki_normal.jpg
Tue Feb 16 01:15:39 +0000 2021,"I really don’t care about historical bipartisan votes. I care about the fact that Trump has yet to take responsibility all of the criminal acts he has done while President! 

#inners",Dasani_01,https://pbs.twimg.com/profile_images/788285504693211136/cm2G9HPD_normal.jpg
Tue Feb 16 01:15:39 +0000 2021,@iamofdaniel I want to see charges filed in every court in the USA on Trump!  We want him beheaded like Herod did to John!,Elizabeth19Ann,https://pbs.twimg.com/profile_images/1343714496616030208/Fkikwi4R_normal.jpg
Tue Feb 16 01:15:38 +0000 2021,Haha we get it blue checkmark account...Texans deserve what's happening to them since they voted for Trump. Yes thousands of people deserve to die by freezing to death in an once in a generation snow storm. How bout you go eat a bag of dicks?,AtxJewels,https://pbs.twimg.com/profile_images/1359581907038699524/VjkB8KVZ_normal.jpg
Tue Feb 16 01:15:38 +0000 2021,@Tzipshmil @clairecmc President Biden said he is president for all the ppl even the ones who did not vote for him,NReveillee,https://pbs.twimg.com/profile_images/1357784956479676417/h_aKOwjT_normal.jpg
Tue Feb 16 01:15:38 +0000 2021,"Best line from today’s Trump rally was a lady yelling, “everybody knows you won, even the losers” as Trump drove by. I loved it ❤️❤️ MAGA 🇺🇸👍🇺🇸❤️😊",Leight4A,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Tue Feb 16 01:15:38 +0000 2021,@blsheldon @GretchenCarlson @RepKinzinger Target evangelical groups with reminders every day that trump left an actual christian for dead..to be hung.,Alyon_Advocate,https://pbs.twimg.com/profile_images/1353568157953368064/JJgrVVm5_normal.jpg
Tue Feb 16 01:15:37 +0000 2021,"@BillyBaldwin @joncoopertweets Happy President Trump Day!
#Trump2024 
#bidencheated #HappyPresidentsDayDonaldTrump #illegitimateJoeBiden",big_commie,https://pbs.twimg.com/profile_images/1359659058786050056/V11wwkEX_normal.jpg
Tue Feb 16 01:15:36 +0000 2021,@davenewworld_2 @patriottakes And Biden will send aid despite the political differences. That's a great deal different than what Trump would have done.,thedevilzadvoc8,https://pbs.twimg.com/profile_images/1352443615709114373/c6rtomw-_normal.jpg
Tue Feb 16 01:15:36 +0000 2021,Trump Insiders Confident Lara Trump Will Win If She Runs for US Senate in North Carolina https://t.co/yCdRM47EiM via @epochtimes,Bradfield_Law,https://pbs.twimg.com/profile_images/908781591425683456/DNLtmmZu_normal.jpg
Tue Feb 16 01:15:36 +0000 2021,"@ButHrtWrestling @ScottFishman @SKUsa11 Don’t think he’s wrong BLM was definitely supporting Biden, too bad he gave them a false promise and left them high and dry",expr3sso810,https://pbs.twimg.com/profile_images/1081774069748363264/FMeQt1bp_normal.jpg
Tue Feb 16 01:15:36 +0000 2021,@tedcruz Shouldn’t you be focusing on the new flag for your new country of Texas and how your country of TX will repay the #USA for the socialist handout Biden just approved?,Cynthia__Duke,https://pbs.twimg.com/profile_images/1214238716358778880/EebAqM1Z_normal.jpg
Tue Feb 16 01:15:36 +0000 2021,"@GOP @LindseyGrahamSC 
Jan 9, 2021 - Trump followers heckle and make @LindseyGrahamSC shit himself. https://t.co/5GCIQlI1Vy",Cass15Cur,https://pbs.twimg.com/profile_images/1358778854840520705/2jHmfDvz_normal.jpg
Tue Feb 16 01:15:36 +0000 2021,@moraviet Trump is gone 👋🎉,hillibill,https://pbs.twimg.com/profile_images/840675104539344897/ytYEjcp0_normal.jpg
Tue Feb 16 01:15:36 +0000 2021,"@GOP You say Biden abandoned science and children?  That, coming from anti-Democratic, storm troopers of conspiracy theorist “inject Clorox, we’ve rounded the curve on Covid”  Trumpus Assholius, is beyond obscene.  I bet you have photos of Goebbels on your walls.",jerseywolff,https://pbs.twimg.com/profile_images/1323064403458142210/p7ZQ8_jl_normal.jpg
Tue Feb 16 01:15:35 +0000 2021,@ResisterSis20 @chipfranklin @ReallyAmerican1 We can Not have a sick man for president ever again.  Trump is a very sick man.   #VoteBluein22,CarrieDeL,https://pbs.twimg.com/profile_images/1307851048753786881/VM6m_oN8_normal.jpg
Tue Feb 16 01:15:35 +0000 2021,"They changed to green energy.  Wind power.  It's unreliable in this weather.  
This is why Biden is dangerous, we need tried and true energy:  natural gas, etc, not wind pipe dreams.  
People are dying in texas because their power is off because of this:  1 quarter energy wind tx https://t.co/aYM1HS694A",KingSolus13,https://pbs.twimg.com/profile_images/1360409929518092299/QlOvAqmj_normal.jpg
Tue Feb 16 01:15:35 +0000 2021,#presidentsday2021 even Obama couldn’t get this after his term. #TRUMP —- this is what scares the democrats and republirats like McConnell !!! https://t.co/Y6UDnUvYR2,alltheway_usa,https://pbs.twimg.com/profile_images/1332566624717647874/WbZK-Dpv_normal.jpg
Tue Feb 16 01:15:34 +0000 2021,@PolitiFact @VP @mikeallen So the Trump admin...had no plan.,johnnygolden__,https://pbs.twimg.com/profile_images/1335081325154340864/SwFTac9n_normal.jpg
Tue Feb 16 01:15:34 +0000 2021,@atrupar She is a graduate of Trump U,darroweliz,https://pbs.twimg.com/profile_images/1355356616896311300/iNt5nY0s_normal.jpg
Tue Feb 16 01:15:33 +0000 2021,@MPleasing72 Every day I pray Trump succeeds just to see people like this react,ridgeback2002,https://pbs.twimg.com/profile_images/1342354771634741249/3iMZQPVh_normal.jpg
Tue Feb 16 01:15:33 +0000 2021,@seanhannity No that cannot be true Biden claimed he had a plan when he was running for office...do you think he lied?,BostonMelia,https://pbs.twimg.com/profile_images/378800000116541590/d90e50ea59b83f4f4707ea9564d1b3aa_normal.jpeg
Tue Feb 16 01:15:33 +0000 2021,"""The office dates back to the George W. Bush administration and was continued under a slightly different name during the Obama-Biden administration. The Trump administration did not establish one.""

Reread that last sentence. https://t.co/xcjucWE1Vr",GWDSCLiberals,https://pbs.twimg.com/profile_images/1051611183499882497/zzW0-xkU_normal.jpg
Tue Feb 16 01:15:33 +0000 2021,@TeamPelosi You are wasting tax payers money! You have been doing nothing but chasing your hateful dream of bringing Trump down! That’s all you care about! It’s not working so move on!,starshine4616,https://pbs.twimg.com/profile_images/1266930941076914182/oyG5QBQW_normal.jpg
Tue Feb 16 01:15:33 +0000 2021,"@Escobarmarga Según esta vieja cuerpo de jícama, con esa comparación va a convencer a los que van ir a votar. Trump era anti immigration ilegal, no era anti pobres. Nayib es anti evasores de impuestos, no es anti pobres . Los anti pobres son arena y el fmln. Defienden a los ricos",RonaldD64911489,https://pbs.twimg.com/profile_images/1344311050875887618/lMVg0FX__normal.jpg
Tue Feb 16 01:15:33 +0000 2021,"The second #impeachment of former President Donald #Trump is like the #OJ trial. 
We all know he did it but in the end he got off. 
He will live in exile, occasionally play golf, be plaugued with legal issues, and will eventually be convicted of less notorious crimes. https://t.co/PKVjZLHFPo",boldrhonda,https://pbs.twimg.com/profile_images/908682005210001410/RxeqpZYg_normal.jpg
Tue Feb 16 01:15:32 +0000 2021,"@neal_katyal, please explain how Congrees could ban Trump from office under the 14th Amendment by a simple majority vote.",ProudLi43864148,https://pbs.twimg.com/profile_images/1247972671440093186/fOXc6JG3_normal.jpg
Tue Feb 16 01:15:32 +0000 2021,NHL Hall of Famer Bobby Orr endorses President Trump for re-election: 'The kind of teammate I want' https://t.co/TyIc4oHDbM via @theblaze,true_skin_lover,https://pbs.twimg.com/profile_images/505011303811780608/63K0CQrI_normal.jpeg
Tue Feb 16 01:15:32 +0000 2021,@EAMALO_CA @CNN I hope you're referring to tRump,Hippyish3,https://pbs.twimg.com/profile_images/1361143919975616516/B0B84xH1_normal.jpg
Tue Feb 16 01:15:31 +0000 2021,Ummm ... maybe this ought to be looked into to confirm that it’s actually from the trump campaign or not? Note the carefully placed “infinity” markings that resemble the fascist nazi “88”. @chrishayes @maddow @msnbc @JoyAnnReid https://t.co/gNWOGZKlWz,ChefbarraeMy,https://pbs.twimg.com/profile_images/1335688665784143872/L6pGIKMk_normal.jpg
Tue Feb 16 01:15:31 +0000 2021,@AMassomenos @GWBush46 Trump es el nuevo team principal de Ferrari,flamec_,https://pbs.twimg.com/profile_images/1355655506375958528/fBMMMzzk_normal.jpg
Tue Feb 16 01:15:31 +0000 2021,Americans have come to know democratic leaders as lawless.  They said nothing when cities and business burned all summer. Trump supporters want law and order.  #lawandorder #trump #America #Election2020 https://t.co/BOcnzums1B,CUIN2forreal,https://pbs.twimg.com/profile_images/1115948716379312128/lCgr2bzY_normal.jpg
Tue Feb 16 01:15:31 +0000 2021,Here's how the 14th Amendment could be used to prevent Trump from running again https://t.co/ifIvrWn5bQ,DougSco26903450,https://pbs.twimg.com/profile_images/1351860115549286401/XTMx-ViY_normal.jpg
Tue Feb 16 01:15:31 +0000 2021,"@CBSNews As a global citizen, I have the liberty to add my voice to International communications &amp; development. That is the freedom that the 45th US president wishes to all to have okay. You are in the US, who sent you? Haters or Lovers of Trump? Be guided in your public speeches please",PatrickRwang,https://pbs.twimg.com/profile_images/1306062308985233410/7MczJuFW_normal.jpg
Tue Feb 16 01:15:31 +0000 2021,"Biden's lawyers told Kamala Harris' niece Meena to stop using her aunt to boost her brand, report says https://t.co/gjCIkQ5Vp2 #SmartNews",MarianneMesser4,https://pbs.twimg.com/profile_images/1330484630542196736/B9YevetO_normal.jpg
Tue Feb 16 01:15:30 +0000 2021,this is joe biden's america https://t.co/dOG9AtXocB https://t.co/Kus1tyduln,woskis9161,https://pbs.twimg.com/profile_images/1331617454339067905/W4HYB31t_normal.jpg
Tue Feb 16 01:15:30 +0000 2021,"@gfrtyap1993 @cantsignin @FoxNews @RepStefanik @NYGovCuomo This person just saw the GQP let a serial killer free on Saturday by the name Trump...Yet here y’all are projecting..IDC what you say, Cuomo is innocent until proven guilty..Now let’s  move on and be thankful that Biden won legitimately, and be thankful..",jackie16467946,https://pbs.twimg.com/profile_images/1345082900694253568/qYpfiirY_normal.jpg
Tue Feb 16 01:15:30 +0000 2021,@TX_WalkerRanger trump tried to fix it and got himself impeached for the second time. He lost and couldn't deal with it.,bt_mooney,https://pbs.twimg.com/profile_images/1096829758632005632/WhOGYPTS_normal.jpg
Tue Feb 16 01:15:30 +0000 2021,@tiedied2much3 @BreitbartNews Or Biden doesn’t care,lalovestrump,https://pbs.twimg.com/profile_images/1120718527852191744/zQVwH4cm_normal.jpg
Tue Feb 16 01:15:29 +0000 2021,"@LucasRJustin Yes, cultish behavior.  What's so sad is that those guys have to know that Burr runs way better in their county than Trump.  It seems to actually upset them a great deal.  Like they are mad at their neighbors for rejecting the insane guy.",DouglasLukasik,https://pbs.twimg.com/profile_images/711302550742368256/ztK3fnsv_normal.jpg
Tue Feb 16 01:15:29 +0000 2021,Stupid to try to make this point by attacking Trump https://t.co/jGOQADRM2i,ENTPlifter,https://pbs.twimg.com/profile_images/1360702570151477249/1CqaYtUy_normal.jpg
Tue Feb 16 01:15:29 +0000 2021,"@lklfaith Now that the dummy dems &amp; their leader biden wanted OUR oil jobs cut off instantly with a stroke of a pen - well keep their oil/gas off for them and let them see how it feels when the windmills dont work in winter - snow and ice.

The dems now SHOULD SAY YES TRUMP WAS RIGHT!",Melina777771,https://pbs.twimg.com/profile_images/1358104541082836993/F9NeoFEA_normal.jpg
Tue Feb 16 01:15:29 +0000 2021,"NC has enough problems. We do NOT need a Trump representing us. @JeffJacksonNC is the person for the job. Please take a moment to learn more about him and

Donate: https://t.co/aI1ZQziWnk",FlamingoPam76,https://pbs.twimg.com/profile_images/1352080243490762753/3_X07-lO_normal.jpg
Tue Feb 16 01:15:29 +0000 2021,@senatorjen So clearly he wants to follow his idol Trump and lose in Georgia more than once.,striferife,https://pbs.twimg.com/profile_images/1357566527684435968/o2Rdynbp_normal.jpg
Tue Feb 16 01:15:29 +0000 2021,@Swerdlick You’re not supposed to talk about Trump’s socialism,pete_barnett73,https://pbs.twimg.com/profile_images/1111963916844834821/cKYtxij1_normal.jpg
Tue Feb 16 01:15:28 +0000 2021,@TomBrady Great. What do you think of Trump?,DanielK22838366,https://pbs.twimg.com/profile_images/1091701149462351872/DxIS_HwA_normal.jpg
Tue Feb 16 01:15:28 +0000 2021,@IndependentCJ @joncoopertweets Did Biden not know either?? When he said that on the campaign trail for ossof and Warnock? Or just more bullshit???,LambsUnite1901,https://pbs.twimg.com/profile_images/848603253134589952/o3Rpdpd8_normal.jpg
Tue Feb 16 01:15:28 +0000 2021,@SenRonJohnson out of touch with reality. A QAnon member with all his nonsense conspiracies. He’s all about “cancel reality”! Just a loyalist of authoritarnian Trump! @ForOurFutureWI @WisDems @SarahforWI @wispolitics @onewisconsinnow @benwikler https://t.co/KYATNrb9gG,262MEBrown,https://pbs.twimg.com/profile_images/627668867188436992/bu2kZorL_normal.jpg
Tue Feb 16 01:15:27 +0000 2021,@POTUS Happy president day Mr Trump.  He is the Only one care about us American citizens. He is true leader.,Milo67124962,https://pbs.twimg.com/profile_images/1351633531269750784/mv8lnlCn_normal.jpg
Tue Feb 16 01:15:27 +0000 2021,@DonaldJTrumpJr President Trump loves America! Thank you for working tirelessly for us! Thank you!!!,SassafrasDerby,https://pbs.twimg.com/profile_images/1304851883937460225/uau1Su3h_normal.jpg
Tue Feb 16 01:15:27 +0000 2021,Best choice of President Biden to date https://t.co/6DvyBBPoRM,perrigoat,https://pbs.twimg.com/profile_images/1173085552851083265/UfJbq2A-_normal.jpg
Tue Feb 16 01:15:27 +0000 2021,https://t.co/m5ElltkVB4,WhiteGo29938561,https://pbs.twimg.com/profile_images/1293405506204127233/kmLU-P5__normal.jpg
Tue Feb 16 01:15:26 +0000 2021,I don't know how in the hell President Trump could orchestrate this nationwide freeze just to block the Green New Deal.  Doesn't he care about America! /sarc,coo68,https://pbs.twimg.com/profile_images/1316095001340915713/yOVlWUv-_normal.jpg
Tue Feb 16 01:15:26 +0000 2021,@GOPChairwoman It’s president Biden,MrGregTowns,https://pbs.twimg.com/profile_images/834650488465297409/74U2uS4G_normal.jpg
Tue Feb 16 01:15:26 +0000 2021,"@RosseZekey @WarpedSolace @graypelican @travisakers @tweetzydeetzy @USNavy @chinfo @USNavyCNO @NavyMCPON @SECNAV But Trump always makes things about himself.

Seems fair.",zooropean,https://pbs.twimg.com/profile_images/1353876975887282176/tCyRCZ5X_normal.jpg
Tue Feb 16 01:15:26 +0000 2021,Biden’s America people! Remember when he banned fracking?! LMFAO https://t.co/gmkVJJZLx6,erickmxdrid,https://pbs.twimg.com/profile_images/929990297102123008/Hbih3zM4_normal.jpg
Tue Feb 16 01:15:26 +0000 2021,@EricTrump https://t.co/cseAgtazJL,CDefeyo,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Tue Feb 16 01:15:26 +0000 2021,"BRAIN DEAD BIDEN climate change is not a existential threat to AMERICA,
The only existential threat to AMERICA is you BRAIN DEAD BIDEN along with John Kerry. As you are seeing in Texas when it freezes the wind mills froze and stop working and and solar panels don't work either.",RollieLeininge1,https://pbs.twimg.com/profile_images/895464236805103616/kQ1-hbFy_normal.jpg
Tue Feb 16 01:15:26 +0000 2021,"@RepKinzinger @GretchenCarlson 81+million and across the world is on your side. We see. Thank you. And saying Trump is Christian is so laughable, but yet so sad. As a Catholic myself, I don’t worship false gods (which unfortunately to alot he is.) not all..but alot of ppl are in this cult, very sad indeed.",2luved,https://pbs.twimg.com/profile_images/986281767605686273/E2A5U-jT_normal.jpg
Tue Feb 16 01:15:26 +0000 2021,@TheLeadCNN @jaketapper @ryanobles Another Trump witch hunt?,kenji555,https://pbs.twimg.com/profile_images/69107190/dogfacex_normal.gif
Tue Feb 16 01:15:25 +0000 2021,"Linda said ""McConnell’s words would be used against Republicans in campaign advertising next year"".  Is this good news or what?  Graham and Trump should form their non-patriot party and split the GOP in half.  That will significantly increase the Dem majority and vote counts.",knugent3,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Tue Feb 16 01:15:25 +0000 2021,@gtconway3d I worry he will use this money to finance another insurrection. Even worse - maybe even finance assassinations of his perceived enemies. Seems to me Trump has gone off the rails of sanity with his refusal to give up &amp; concede his loss.,Mouse33Jones,https://pbs.twimg.com/profile_images/1341549796256047105/GZGJ1x-8_normal.jpg
Tue Feb 16 01:15:24 +0000 2021,@AmyKremer Trump loves the poorly educated.,PassionScrogers,https://pbs.twimg.com/profile_images/1272221533813919744/4DRKuKZU_normal.jpg
Tue Feb 16 01:15:24 +0000 2021,"@SisterUnity He won't face consequences, neither will Trump, neither will any of them.",ForFoxSake84,https://pbs.twimg.com/profile_images/1312328246638379008/a779noiQ_normal.jpg
Tue Feb 16 01:15:24 +0000 2021,"Former Pres. Trump made his first public appearance since his Senate acquittal, greeting supporters from his motorcade as he passed them by in West Palm Beach. https://t.co/FAFrJeQ6ik",Nightline,https://pbs.twimg.com/profile_images/923179022196109314/Bmp4askv_normal.jpg
Tue Feb 16 01:15:24 +0000 2021,"@thebradfordfile I wouldn't  call it a hoax inserection  did happen , but President  Trump is not to blame.",JrHollingswort5,https://abs.twimg.com/sticky/default_profile_images/default_profile_normal.png
Tue Feb 16 01:15:24 +0000 2021,"@Franklin_Graham FORMER TWICE IMPEACHED  PRESIDENT DONALD TRUMP:

""When I go to church and when I drink my little wine and have my little cracker, I guess that is a form of forgiveness. I do that as often as I can because I feel cleansed.""

👆🏽👆🏽👆🏽
VOTED BY FAKE CHRISTIANS",drmom247,https://pbs.twimg.com/profile_images/1264700005937373184/cmebB5uy_normal.jpg
Tue Feb 16 01:15:23 +0000 2021,"@PatZoomer @FredNeech @AF_Bladee @OrdodoxAmerican @bennyretvrns I know you were an AF loyalist for a long time and I'm glad to see you taking the side of reason.

When Trump was president at least there was a goal but now.. what political benefit is there to holding an event like that?

Doesn't even make sense.",DownhillTofuMan,https://pbs.twimg.com/profile_images/1347799434587881472/_l3MdliF_normal.jpg
Tue Feb 16 01:15:23 +0000 2021,@theblackdetour Kamala? Biden? Blk people put them in office?   Smh. Putting them in office is gonna be the worst mistake their blk supporters could have made.,MrS32798114,https://pbs.twimg.com/profile_images/1329547627541696512/YIniXTwa_normal.jpg
Tue Feb 16 01:15:23 +0000 2021,@SpeakerPelosi @MSDHighSchool Enough you're 0-2 in trying to nail Trump so how about focusing on your state for a change https://t.co/mUwZRcbexc,VoteZod,https://pbs.twimg.com/profile_images/1287118863499497475/LEqICUkJ_normal.jpg
Tue Feb 16 01:15:23 +0000 2021,"@AlexCSinger16 Trump isn’t altruistic though. There may be pressure, but anyone trying to sell Trump on passing the mantle by comparing DeSantis to him is just as likely to get him the Little Marco Lyin’ Ted treatment.",LocalP0litics,https://pbs.twimg.com/profile_images/1276013741637685248/kr7kDNhk_normal.jpg
Tue Feb 16 01:15:23 +0000 2021,"@UROCKlive1 Alabama ain't NC and Lara Trump didn't lead a college football team to a 13-0 record, nor does she have any accomplishment of otd",JohnGolden81,https://pbs.twimg.com/profile_images/1195397739909136384/v9z2s1Tg_normal.jpg
Tue Feb 16 01:15:22 +0000 2021,"@SenRonJohnson The Capital breech occurred bcuz Trump &amp; other seditionists planned it, Ron.",ElaineRaeBell,https://pbs.twimg.com/profile_images/1323260633983328257/Ic6ChWuq_normal.jpg
Tue Feb 16 01:15:22 +0000 2021,@garza2009 @CNN @CuomoPrimeTime @NYGovCuomo @ChrisCuomo Did he really? I thought he gave Trump shit for that,Lennydivici911,https://pbs.twimg.com/profile_images/1345148626788642817/vnPtKH-x_normal.jpg
Tue Feb 16 01:15:22 +0000 2021,Are rolling blackouts Biden’s Katrina?,DougJBalloon,https://pbs.twimg.com/profile_images/1133382789661941760/tYMiBgX9_normal.png
Tue Feb 16 01:15:22 +0000 2021,"If this were CNN coving Trump: Witnesses say Trump Dangerously plays w/ fire in what seems 2b an attempt 2 burn down the most sacred offices in r nation’s White House. He is also reportedly sleeping on the job, while r nation’s crises don’t sleep. How will this affect his legacy? https://t.co/xhy75oTxzd",KristopherKeene,https://pbs.twimg.com/profile_images/1307881006674980865/LKVNfeAO_normal.jpg
Tue Feb 16 01:15:22 +0000 2021,"@Duane29558424 @KnightenVicki @IndiaJenkins1 @patriottakes True... But again, I'll wait until Donald Trump is actually charged before I start spewing he is going to jail. We do not know if he'll ever step foot in a jail cell. Keep in mind, 12 people have to agree, one of those 12 could quite possibly be a MAGA and let him off. Acquitted",alexmgr,https://pbs.twimg.com/profile_images/1334637749748502534/eTnGKdxn_normal.jpg
Tue Feb 16 01:15:21 +0000 2021,"LOL Lindsey Graham called Joe Biden the “most radical president” in history. 😂😂😂 Helping Americans buy food for their families to eat is radical, I guess???",OnTheLeft242,https://pbs.twimg.com/profile_images/1349961408528740352/AYar5xvw_normal.jpg
Tue Feb 16 01:15:21 +0000 2021,"Enjoy the biden harris green new deal.
COLD KILLS.",camel_toejockey,https://pbs.twimg.com/profile_images/956482366104637441/m_VMdECE_normal.jpg
Tue Feb 16 01:15:21 +0000 2021,"@Loouuie Yeah, I think trade Ted Cruz for the money.  The Trump way!",SAH19801,https://pbs.twimg.com/profile_images/1271151303025098753/sdyJ2Q8E_normal.jpg
Tue Feb 16 01:15:21 +0000 2021,I guess is the the Dark winter Biden was talking about. https://t.co/5ibGmgYmnJ,CrazyTrain2021,https://pbs.twimg.com/profile_images/1356749463176511493/N6BF5dZl_normal.jpg
Tue Feb 16 01:15:21 +0000 2021,"“There’s no question — none — that President Trump is practically and morally responsible for provoking the events of the day.” - @LeaderMcConnell 
#GOPBetrayedAmerica #GOPCorruptionOverCountry #GOPCowards #GOPDomesticTerrorists #GOPTraitorsToDemocracy #GOPComplicitTraitors #MAGA",WilC79,https://pbs.twimg.com/profile_images/1000868032082784258/-dwVcFTt_normal.jpg
Tue Feb 16 01:15:21 +0000 2021,"@PolitiFact @VP @mikeallen tRump had a sentence not a plan. And you need to be correct in what she said which was:

""In many ways, we are starting from scratch""

But I guess you ""forgot"" the ""in many ways"" because it wasn't good copy and didn't fit your narrative.",LotsWhatever,https://pbs.twimg.com/profile_images/1181724835371765760/vQl6kCq__normal.jpg
Tue Feb 16 01:15:21 +0000 2021,The correct description of the outcome of the recent impeachment trial is simply this: “President Trump was not convicted.”,bmcdonaldlaw,https://pbs.twimg.com/profile_images/1268240671762251787/7U1VrFSV_normal.jpg
Tue Feb 16 01:15:21 +0000 2021,". 
Trump Surprises Supporters at President’s Day Celebration 
. 
https://t.co/NebvRDKHJF via @epochtimes",Non_MSM_News,https://pbs.twimg.com/profile_images/1351936565858197505/dWiAGDan_normal.jpg
Tue Feb 16 01:15:20 +0000 2021,Trump doesn’t have a final yet. Give it a year. It will be in single digits. https://t.co/psBTZuc5uz,lieslikearug,https://pbs.twimg.com/profile_images/993923351067361280/UHs9n8dV_normal.jpg
Tue Feb 16 01:15:20 +0000 2021,"Now that we've got Liar and Thief Biden, media churning out fake news making it seem like progress is being made towards leftwing goals. Who falls for this propaganda? People like Vaush. https://t.co/xLT4Ziujii",Post_Liberalist,https://pbs.twimg.com/profile_images/1153096865719566336/Dtz3Wp6p_normal.jpg
Tue Feb 16 01:15:20 +0000 2021,@tescherp @EdgeofSports @chrislhayes What is Joe Biden underneath in the Tara Reid allegations?  Is he just innocent because the corrupt Dems want it swept under the rug?  Too afraid to call out someone on your side of the aisle?  Hypocrisy looks good on you,cking2271,https://pbs.twimg.com/profile_images/958166943508324352/ZZDMJPwJ_normal.jpg
Tue Feb 16 01:15:20 +0000 2021,Green Wind Power has been proven not to work they freeze up and that is the Science destroy our Oil industry besides killing Jobs your killing people hopes and dreams and without hope people destroy their self to put more money into Joe Biden and other Politicians pockets.,RonnieRayRaley1,https://pbs.twimg.com/profile_images/1347914688810655747/zJYcXNX7_normal.jpg
Tue Feb 16 01:15:19 +0000 2021,Happy President's Day to everyone in the world but Donald Trump.,savage_mpa,https://pbs.twimg.com/profile_images/1267815139773829120/1nhpt-WR_normal.jpg
Tue Feb 16 01:15:19 +0000 2021,Woman who commissioned anti-Trump sky banners over Mar-a-Lago calls former president ‘a dictator’ https://t.co/IBy3ufbkCN,LadyRaynbow,https://pbs.twimg.com/profile_images/948404103356456960/3MpwKnNn_normal.jpg
Tue Feb 16 01:15:19 +0000 2021,@POTUS Your a puppet....happy Presidents day to President Donald J Trump!!,bkhorn21,https://pbs.twimg.com/profile_images/1219112639869214722/Ws2v1o34_normal.jpg
Tue Feb 16 01:15:19 +0000 2021,@allinwithchris @chrislhayes Seriously?!  Can we stop talking about Trump now and cover the Biden agenda already!  Enough!!,ShannonSchille8,https://pbs.twimg.com/profile_images/1313861195993030657/yaGgR0mH_normal.jpg
Tue Feb 16 01:15:19 +0000 2021,@realDailyWire She need help....counceling or pills but the trump syndrome got to her pretty bad....,Oliraf1,https://pbs.twimg.com/profile_images/1360223100739198976/-gT-G8_h_normal.jpg
Tue Feb 16 01:15:19 +0000 2021,"Hey @GOP @LeaderMcConnell @LindseyGrahamSC @GOPLeader @tedcruz @marcorubio @SenJohnKennedy 
Do you ever think how you will be remembered in history? Your children &amp; grandchildren will learn about the insurrection on our Capitol by trump on 1/6/21 &amp; what you did.Your vote mattered",1gerigg,https://pbs.twimg.com/profile_images/888812069645987840/yd2X_gMv_normal.jpg
Tue Feb 16 01:15:19 +0000 2021,"In NATO debut, Biden's Pentagon aims to rebuild trust damaged by Trump | Article [AMP] | Reuters https://t.co/S2QngHJspY",FUTURENEWS2020,https://pbs.twimg.com/profile_images/1359930869956284416/7_ude_dD_normal.jpg
Tue Feb 16 01:15:19 +0000 2021,"Trump, America's most celebrated scammer is going to raise money off his grievance for as long as he can. Cruz &amp; Hawley fundraised off the stolen election fable &amp; other conspiracy theory scammers are still raising money off the idea that Trump be avenged
https://t.co/hg8rKoGogx",peacetravel10,https://pbs.twimg.com/profile_images/1355283226546331649/pft4vZdP_normal.jpg
Tue Feb 16 01:15:19 +0000 2021,If you put Tampico juice in your baby's bottle.. you don't have to worry about Biden's tax plan.,idunn0pe,https://pbs.twimg.com/profile_images/1268043720324263940/krsit0AL_normal.jpg
Tue Feb 16 01:15:19 +0000 2021,"The FBI Wants You To Make These Photos Of Capitol Insurrectionists Go Viral 

Inside the bureau's evolving strategy to get photos of the Trump supporters who invaded the U.S. Capitol on your social media feed. https://t.co/RlJMOQW5be # via @HuffPostPol",GuntherGill,https://pbs.twimg.com/profile_images/1357177968917946368/oSxqUMmM_normal.jpg
